monkey,rt,coh,correct,trgchoice
1,0.639,0.128,1.0,2.0
1,0.919,0.0,1.0,1.0
1,0.543,0.256,1.0,2.0
1,0.452,0.512,1.0,2.0
1,0.746,0.064,0.0,1.0
1,0.759,0.128,1.0,1.0
1,0.438,0.512,1.0,1.0
1,0.487,0.256,1.0,1.0
1,0.622,0.128,1.0,2.0
1,0.677,0.0,1.0,2.0
1,0.55,0.064,0.0,1.0
1,0.515,0.128,1.0,1.0
1,0.421,0.256,1.0,2.0
1,0.701,0.032,1.0,1.0
1,0.397,0.512,1.0,2.0
1,0.729,0.064,1.0,1.0
1,0.488,0.512,1.0,1.0
1,0.552,0.0,0.0,2.0
1,0.42,0.256,1.0,1.0
1,0.572,0.032,1.0,2.0
1,0.772,0.128,1.0,2.0
1,0.483,0.128,1.0,1.0
1,0.373,0.512,1.0,1.0
1,0.908,0.0,0.0,2.0
1,0.58,0.064,1.0,1.0
1,0.893,0.032,1.0,1.0
1,0.538,0.256,1.0,2.0
1,0.503,0.256,1.0,1.0
1,0.853,0.064,1.0,2.0
1,0.795,0.0,1.0,2.0
1,0.41,0.512,1.0,2.0
1,0.607,0.032,1.0,2.0
1,0.687,0.128,1.0,2.0
1,0.563,0.512,1.0,1.0
1,0.726,0.032,1.0,1.0
1,0.838,0.064,1.0,1.0
1,0.694,0.256,1.0,1.0
1,0.703,0.0,0.0,2.0
1,0.419,0.512,1.0,2.0
1,0.959,0.0,1.0,2.0
1,0.54,0.064,1.0,2.0
1,0.647,0.256,1.0,2.0
1,0.617,0.128,1.0,1.0
1,0.583,0.032,1.0,2.0
1,0.627,0.512,1.0,2.0
1,0.788,0.0,1.0,2.0
1,0.57,0.064,1.0,2.0
1,0.375,0.512,1.0,1.0
1,0.877,0.032,1.0,2.0
1,0.646,0.064,1.0,1.0
1,0.703,0.256,1.0,1.0
1,0.641,0.0,0.0,2.0
1,0.322,0.128,1.0,1.0
1,0.501,0.256,1.0,2.0
1,0.985,0.032,1.0,1.0
1,0.65,0.128,1.0,2.0
1,0.879,0.032,0.0,2.0
1,0.604,0.128,1.0,1.0
1,0.709,0.064,1.0,1.0
1,0.595,0.128,1.0,2.0
1,0.74,0.032,1.0,1.0
1,0.56,0.512,1.0,2.0
1,0.768,0.0,0.0,2.0
1,0.489,0.256,1.0,1.0
1,0.701,0.064,1.0,1.0
1,0.702,0.128,1.0,1.0
1,0.594,0.064,0.0,1.0
1,0.729,0.032,0.0,1.0
1,0.431,0.512,1.0,1.0
1,0.556,0.256,1.0,2.0
1,1.762,0.0,1.0,2.0
1,0.416,0.512,1.0,2.0
1,0.632,0.128,1.0,2.0
1,0.805,0.032,1.0,1.0
1,0.573,0.256,1.0,2.0
1,0.423,0.128,1.0,1.0
1,0.914,0.0,0.0,2.0
1,0.593,0.512,1.0,1.0
1,0.89,0.064,1.0,1.0
1,0.608,0.032,0.0,1.0
1,0.668,0.064,0.0,1.0
1,0.583,0.256,1.0,1.0
1,0.534,0.0,1.0,2.0
1,0.679,0.032,1.0,1.0
1,0.703,0.0,0.0,2.0
1,0.487,0.256,1.0,1.0
1,0.472,0.512,1.0,1.0
1,0.62,0.256,1.0,2.0
1,1.333,0.064,1.0,1.0
1,0.497,0.512,1.0,2.0
1,0.961,0.128,1.0,2.0
1,0.986,0.032,0.0,1.0
1,0.753,0.064,0.0,1.0
1,1.204,0.0,1.0,2.0
1,0.657,0.128,1.0,1.0
1,0.783,0.032,0.0,2.0
1,1.058,0.0,1.0,2.0
1,0.529,0.512,1.0,2.0
1,1.107,0.128,1.0,1.0
1,0.703,0.032,1.0,2.0
1,0.501,0.256,1.0,1.0
1,0.721,0.128,1.0,2.0
1,0.459,0.512,1.0,1.0
1,0.682,0.064,1.0,1.0
1,0.846,0.064,1.0,2.0
1,0.453,0.256,1.0,2.0
1,0.88,0.0,1.0,1.0
1,0.52,0.256,1.0,1.0
1,0.643,0.064,0.0,2.0
1,1.234,0.064,1.0,2.0
1,0.818,0.128,1.0,2.0
1,0.62,0.512,1.0,2.0
1,0.566,0.128,1.0,1.0
1,0.545,0.512,1.0,1.0
1,0.659,0.0,1.0,1.0
1,0.713,0.256,1.0,2.0
1,0.748,0.032,0.0,2.0
1,0.708,0.032,1.0,2.0
1,0.759,0.0,0.0,1.0
1,0.351,0.512,1.0,1.0
1,0.361,0.256,1.0,2.0
1,0.586,0.256,1.0,1.0
1,0.352,0.512,1.0,2.0
1,0.873,0.0,0.0,2.0
1,0.832,0.064,1.0,1.0
1,0.608,0.128,1.0,1.0
1,0.495,0.128,1.0,2.0
1,0.761,0.0,0.0,1.0
1,0.583,0.032,0.0,1.0
1,0.786,0.064,1.0,2.0
1,0.585,0.032,1.0,1.0
1,0.432,0.512,1.0,1.0
1,0.552,0.128,1.0,1.0
1,0.848,0.032,0.0,2.0
1,0.714,0.0,0.0,1.0
1,0.495,0.256,1.0,1.0
1,0.368,0.512,1.0,2.0
1,0.49,0.032,1.0,2.0
1,0.413,0.256,1.0,2.0
1,0.606,0.064,0.0,1.0
1,0.351,0.0,1.0,1.0
1,0.577,0.064,1.0,1.0
1,0.586,0.128,1.0,2.0
1,0.76,0.0,1.0,1.0
1,0.682,0.0,0.0,1.0
1,0.851,0.064,1.0,2.0
1,0.773,0.064,1.0,1.0
1,0.424,0.512,1.0,2.0
1,0.67,0.128,1.0,1.0
1,0.488,0.256,1.0,1.0
1,0.781,0.032,1.0,1.0
1,0.61,0.256,1.0,2.0
1,0.424,0.512,1.0,1.0
1,0.816,0.128,1.0,2.0
1,1.251,0.032,1.0,2.0
1,0.852,0.128,1.0,1.0
1,0.745,0.064,1.0,1.0
1,1.024,0.032,1.0,1.0
1,0.784,0.0,0.0,2.0
1,0.334,0.512,1.0,1.0
1,0.598,0.032,1.0,2.0
1,0.91,0.0,1.0,2.0
1,0.535,0.256,1.0,2.0
1,0.363,0.512,1.0,2.0
1,0.678,0.128,1.0,2.0
1,0.584,0.256,1.0,1.0
1,1.448,0.064,1.0,2.0
1,0.503,0.512,1.0,2.0
1,0.914,0.0,1.0,1.0
1,0.953,0.064,1.0,1.0
1,1.03,0.064,1.0,2.0
1,0.807,0.032,1.0,1.0
1,0.46,0.512,1.0,1.0
1,0.915,0.0,1.0,2.0
1,0.637,0.256,1.0,1.0
1,0.551,0.256,1.0,2.0
1,0.598,0.128,1.0,2.0
1,0.885,0.128,1.0,1.0
1,0.459,0.032,1.0,2.0
1,0.346,0.256,1.0,2.0
1,0.53,0.0,1.0,2.0
1,1.061,0.064,1.0,1.0
1,0.62,0.128,1.0,2.0
1,0.557,0.128,1.0,1.0
1,0.685,0.032,0.0,2.0
1,0.528,0.512,1.0,2.0
1,0.436,0.512,1.0,1.0
1,0.579,0.256,1.0,1.0
1,0.627,0.064,1.0,2.0
1,0.967,0.0,0.0,2.0
1,0.607,0.032,1.0,2.0
1,0.647,0.256,1.0,1.0
1,0.467,0.0,0.0,2.0
1,0.608,0.128,1.0,2.0
1,0.679,0.0,1.0,1.0
1,0.379,0.512,1.0,2.0
1,0.581,0.256,1.0,2.0
1,0.584,0.032,1.0,1.0
1,0.877,0.0,0.0,1.0
1,0.557,0.064,1.0,1.0
1,0.609,0.128,1.0,1.0
1,0.659,0.064,0.0,1.0
1,0.623,0.512,1.0,1.0
1,0.757,0.032,0.0,1.0
1,0.573,0.128,1.0,2.0
1,0.528,0.256,1.0,1.0
1,0.696,0.128,0.0,1.0
1,0.397,0.256,1.0,2.0
1,0.928,0.032,1.0,2.0
1,0.513,0.064,1.0,2.0
1,0.727,0.0,1.0,1.0
1,0.63,0.128,1.0,1.0
1,0.611,0.512,1.0,1.0
1,0.867,0.032,1.0,1.0
1,0.437,0.512,1.0,2.0
1,0.86,0.0,1.0,2.0
1,0.917,0.064,1.0,1.0
1,0.599,0.256,1.0,1.0
1,0.737,0.256,1.0,1.0
1,0.432,0.512,1.0,2.0
1,0.698,0.064,1.0,2.0
1,0.716,0.512,1.0,1.0
1,0.8,0.032,0.0,1.0
1,0.579,0.256,1.0,2.0
1,1.15,0.0,0.0,1.0
1,0.553,0.128,1.0,2.0
1,1.248,0.032,0.0,2.0
1,0.808,0.064,1.0,1.0
1,0.687,0.0,0.0,2.0
1,0.705,0.128,1.0,1.0
1,1.365,0.064,1.0,2.0
1,0.9,0.128,1.0,2.0
1,0.507,0.256,1.0,2.0
1,0.579,0.032,1.0,2.0
1,0.563,0.0,1.0,2.0
1,0.412,0.512,1.0,2.0
1,0.838,0.032,1.0,1.0
1,0.619,0.256,1.0,1.0
1,0.813,0.128,1.0,1.0
1,0.567,0.512,1.0,1.0
1,0.901,0.0,0.0,2.0
1,0.466,0.0,0.0,2.0
1,1.25,0.032,0.0,1.0
1,0.579,0.128,1.0,1.0
1,0.765,0.032,1.0,1.0
1,0.361,0.512,1.0,2.0
1,0.73,0.064,1.0,1.0
1,0.576,0.0,0.0,1.0
1,0.612,0.256,1.0,1.0
1,0.629,0.128,1.0,2.0
1,0.586,0.256,1.0,2.0
1,0.384,0.512,1.0,1.0
1,0.68,0.064,1.0,2.0
1,0.878,0.0,1.0,1.0
1,0.455,0.256,1.0,1.0
1,0.365,0.512,1.0,2.0
1,1.065,0.0,0.0,1.0
1,0.479,0.256,1.0,2.0
1,0.526,0.064,1.0,2.0
1,1.003,0.032,1.0,2.0
1,0.559,0.128,1.0,1.0
1,0.688,0.128,1.0,2.0
1,0.722,0.032,0.0,2.0
1,0.96,0.064,1.0,1.0
1,0.423,0.512,1.0,1.0
1,0.549,0.128,1.0,1.0
1,0.453,0.256,1.0,1.0
1,0.7,0.064,1.0,2.0
1,0.667,0.128,1.0,2.0
1,0.377,0.256,1.0,2.0
1,0.378,0.512,1.0,2.0
1,1.03,0.0,0.0,2.0
1,0.772,0.064,1.0,1.0
1,0.653,0.0,1.0,2.0
1,0.452,0.032,1.0,2.0
1,0.716,0.032,1.0,1.0
1,0.355,0.512,1.0,1.0
1,0.64,0.064,1.0,1.0
1,0.632,0.256,1.0,1.0
1,0.37,0.512,1.0,2.0
1,0.873,0.032,1.0,2.0
1,0.784,0.064,0.0,1.0
1,0.591,0.0,0.0,2.0
1,0.477,0.512,1.0,1.0
1,0.674,0.0,1.0,2.0
1,0.625,0.128,1.0,1.0
1,0.604,0.128,1.0,2.0
1,0.616,0.256,1.0,2.0
1,0.811,0.032,0.0,2.0
1,0.532,0.256,1.0,1.0
1,0.699,0.0,0.0,2.0
1,0.75,0.128,0.0,1.0
1,0.387,0.512,1.0,2.0
1,0.92,0.032,0.0,1.0
1,0.402,0.512,1.0,1.0
1,0.546,0.256,1.0,2.0
1,0.756,0.128,0.0,2.0
1,0.543,0.0,1.0,2.0
1,0.677,0.064,1.0,2.0
1,0.63,0.032,1.0,1.0
1,0.678,0.064,1.0,1.0
1,0.638,0.0,1.0,2.0
1,0.923,0.128,1.0,2.0
1,0.68,0.0,0.0,2.0
1,0.731,0.128,1.0,1.0
1,0.892,0.064,1.0,2.0
1,0.443,0.512,1.0,2.0
1,1.029,0.032,0.0,2.0
1,0.848,0.064,1.0,1.0
1,0.752,0.032,1.0,2.0
1,0.663,0.512,1.0,1.0
1,0.643,0.256,1.0,1.0
1,0.568,0.256,1.0,2.0
1,0.891,0.0,0.0,1.0
1,0.624,0.128,1.0,2.0
1,0.572,0.256,1.0,2.0
1,1.157,0.0,0.0,2.0
1,0.764,0.064,1.0,2.0
1,0.662,0.512,1.0,2.0
1,0.772,0.256,1.0,1.0
1,1.096,0.032,0.0,2.0
1,0.837,0.064,1.0,1.0
1,0.7,0.128,1.0,1.0
1,0.703,0.512,1.0,1.0
1,0.783,0.032,1.0,2.0
1,0.679,0.0,1.0,2.0
1,0.612,0.064,1.0,2.0
1,1.064,0.0,0.0,2.0
1,0.639,0.256,1.0,2.0
1,0.682,0.128,1.0,1.0
1,0.389,0.512,1.0,2.0
1,1.001,0.032,0.0,2.0
1,1.09,0.032,0.0,1.0
1,0.642,0.256,1.0,1.0
1,0.66,0.128,1.0,2.0
1,1.12,0.064,0.0,2.0
1,0.402,0.512,1.0,1.0
1,0.781,0.0,1.0,2.0
1,0.764,0.128,0.0,2.0
1,0.514,0.512,1.0,2.0
1,1.052,0.032,0.0,2.0
1,0.755,0.064,1.0,1.0
1,0.567,0.0,0.0,2.0
1,0.824,0.064,1.0,2.0
1,0.382,0.512,1.0,1.0
1,1.158,0.032,1.0,2.0
1,0.556,0.128,1.0,2.0
1,0.546,0.256,1.0,2.0
1,0.649,0.256,1.0,1.0
1,0.901,0.064,0.0,2.0
1,0.604,0.128,1.0,2.0
1,0.578,0.064,1.0,2.0
1,0.555,0.0,1.0,2.0
1,0.812,0.128,0.0,2.0
1,0.386,0.256,1.0,2.0
1,0.643,0.032,0.0,2.0
1,0.403,0.512,1.0,2.0
1,0.685,0.256,1.0,1.0
1,0.713,0.032,1.0,2.0
1,0.491,0.512,1.0,1.0
1,0.744,0.0,0.0,2.0
1,0.393,0.256,1.0,2.0
1,0.386,0.512,1.0,2.0
1,0.66,0.032,0.0,1.0
1,0.492,0.128,1.0,2.0
1,0.607,0.128,1.0,1.0
1,0.551,0.0,0.0,2.0
1,0.884,0.032,1.0,1.0
1,0.613,0.064,1.0,1.0
1,0.495,0.256,1.0,1.0
1,0.505,0.512,1.0,1.0
1,0.836,0.128,1.0,2.0
1,0.507,0.256,1.0,2.0
1,1.482,0.0,0.0,2.0
1,0.455,0.256,1.0,1.0
1,0.629,0.032,0.0,2.0
1,0.678,0.128,1.0,1.0
1,0.794,0.0,1.0,2.0
1,1.17,0.032,1.0,2.0
1,0.893,0.064,1.0,2.0
1,0.619,0.064,0.0,2.0
1,0.504,0.512,1.0,2.0
1,0.653,0.512,1.0,1.0
1,0.427,0.128,1.0,1.0
1,0.488,0.032,1.0,1.0
1,0.888,0.064,1.0,1.0
1,0.458,0.256,1.0,2.0
1,0.58,0.512,1.0,2.0
1,0.795,0.0,0.0,2.0
1,0.805,0.128,0.0,1.0
1,1.101,0.032,1.0,2.0
1,0.453,0.256,1.0,1.0
1,0.408,0.512,1.0,1.0
1,0.94,0.0,0.0,1.0
1,0.784,0.064,0.0,1.0
1,0.674,0.032,0.0,1.0
1,0.643,0.256,1.0,2.0
1,0.702,0.064,1.0,2.0
1,0.503,0.128,1.0,1.0
1,0.377,0.512,1.0,2.0
1,0.383,0.512,1.0,1.0
1,0.616,0.128,1.0,2.0
1,0.682,0.032,1.0,1.0
1,0.879,0.064,1.0,1.0
1,0.931,0.0,1.0,2.0
1,0.921,0.0,0.0,2.0
1,0.496,0.256,1.0,1.0
1,0.449,0.256,1.0,2.0
1,0.675,0.064,1.0,2.0
1,0.837,0.064,0.0,2.0
1,0.58,0.032,1.0,1.0
1,0.648,0.0,0.0,1.0
1,0.564,0.128,0.0,2.0
1,0.4,0.512,1.0,1.0
1,0.757,0.0,1.0,1.0
1,0.533,0.128,1.0,2.0
1,0.675,0.256,1.0,1.0
1,0.369,0.512,1.0,2.0
1,0.721,0.032,1.0,2.0
1,0.745,0.0,1.0,2.0
1,0.47,0.512,1.0,2.0
1,0.523,0.256,1.0,1.0
1,0.888,0.0,0.0,2.0
1,0.475,0.512,1.0,1.0
1,0.906,0.128,1.0,1.0
1,0.731,0.032,1.0,2.0
1,0.661,0.064,1.0,2.0
1,0.789,0.064,1.0,1.0
1,0.497,0.256,1.0,2.0
1,0.596,0.032,0.0,2.0
1,0.69,0.128,1.0,2.0
1,0.773,0.064,1.0,1.0
1,0.461,0.512,1.0,2.0
1,0.787,0.0,1.0,1.0
1,1.113,0.032,0.0,2.0
1,0.472,0.256,1.0,2.0
1,0.739,0.0,1.0,2.0
1,0.921,0.064,1.0,2.0
1,0.445,0.256,1.0,1.0
1,0.479,0.128,1.0,1.0
1,0.372,0.512,1.0,1.0
1,0.484,0.032,1.0,2.0
1,0.378,0.256,1.0,2.0
1,0.407,0.064,1.0,2.0
1,0.557,0.064,1.0,1.0
1,0.388,0.512,1.0,1.0
1,0.432,0.0,1.0,2.0
1,0.712,0.256,1.0,1.0
1,0.494,0.128,1.0,2.0
1,0.854,0.032,1.0,2.0
1,0.659,0.0,0.0,2.0
1,0.39,0.512,1.0,2.0
1,0.612,0.128,1.0,1.0
1,0.876,0.032,0.0,2.0
1,0.69,0.032,0.0,1.0
1,0.669,0.0,1.0,1.0
1,0.307,0.512,1.0,1.0
1,0.371,0.512,1.0,2.0
1,0.561,0.128,1.0,1.0
1,0.568,0.064,1.0,2.0
1,0.575,0.064,1.0,1.0
1,0.545,0.256,1.0,1.0
1,0.57,0.256,1.0,2.0
1,0.758,0.0,0.0,1.0
1,0.507,0.128,1.0,2.0
1,0.59,0.032,0.0,2.0
1,0.435,0.0,1.0,2.0
1,0.743,0.064,0.0,2.0
1,0.388,0.512,1.0,1.0
1,0.422,0.064,1.0,2.0
1,0.361,0.512,1.0,2.0
1,0.539,0.128,1.0,2.0
1,0.656,0.032,0.0,2.0
1,0.443,0.256,1.0,1.0
1,0.531,0.032,1.0,2.0
1,0.416,0.256,1.0,2.0
1,1.137,0.128,1.0,1.0
1,0.628,0.0,0.0,2.0
1,0.323,0.512,1.0,1.0
1,0.689,0.256,1.0,1.0
1,0.703,0.128,1.0,1.0
1,0.401,0.512,1.0,2.0
1,0.625,0.064,1.0,1.0
1,0.658,0.0,0.0,2.0
1,0.422,0.128,1.0,2.0
1,1.104,0.032,1.0,2.0
1,0.832,0.064,1.0,2.0
1,0.641,0.032,1.0,1.0
1,0.37,0.256,1.0,2.0
1,0.8,0.0,0.0,1.0
1,0.623,0.128,1.0,1.0
1,0.909,0.128,0.0,1.0
1,0.61,0.0,1.0,2.0
1,0.616,0.064,1.0,2.0
1,0.39,0.256,1.0,2.0
1,0.817,0.032,0.0,1.0
1,0.53,0.256,1.0,1.0
1,0.383,0.512,1.0,1.0
1,0.542,0.064,0.0,2.0
1,0.449,0.512,1.0,2.0
1,0.589,0.032,0.0,2.0
1,0.917,0.0,1.0,1.0
1,0.352,0.256,1.0,2.0
1,0.358,0.512,1.0,2.0
1,0.905,0.0,0.0,2.0
1,0.739,0.128,1.0,2.0
1,0.734,0.128,1.0,1.0
1,0.492,0.256,1.0,1.0
1,0.6,0.032,1.0,2.0
1,0.61,0.512,1.0,1.0
1,0.882,0.064,1.0,1.0
1,0.777,0.064,1.0,2.0
1,1.065,0.0,1.0,2.0
1,0.714,0.032,0.0,2.0
1,0.782,0.032,1.0,1.0
1,1.072,0.064,1.0,1.0
1,0.412,0.512,1.0,1.0
1,0.396,0.512,1.0,2.0
1,0.797,0.0,1.0,1.0
1,1.414,0.032,1.0,2.0
1,0.599,0.064,1.0,2.0
1,0.652,0.256,1.0,1.0
1,0.598,0.256,1.0,2.0
1,1.183,0.128,1.0,1.0
1,0.78,0.128,1.0,2.0
1,0.844,0.0,1.0,2.0
1,0.78,0.0,0.0,1.0
1,0.811,0.128,1.0,1.0
1,0.484,0.256,1.0,1.0
1,0.385,0.512,1.0,2.0
1,0.386,0.128,1.0,2.0
1,1.229,0.0,0.0,2.0
1,0.499,0.064,1.0,1.0
1,0.414,0.064,0.0,1.0
1,0.7,0.032,1.0,2.0
1,0.877,0.032,0.0,2.0
1,0.438,0.256,1.0,2.0
1,0.379,0.512,1.0,1.0
1,1.165,0.0,0.0,2.0
1,0.725,0.064,1.0,1.0
1,0.782,0.0,1.0,2.0
1,0.652,0.256,1.0,1.0
1,0.381,0.256,1.0,2.0
1,0.527,0.032,1.0,2.0
1,0.393,0.512,1.0,2.0
1,0.806,0.032,1.0,1.0
1,0.677,0.128,1.0,1.0
1,0.897,0.064,1.0,2.0
1,0.447,0.512,1.0,1.0
1,0.431,0.128,1.0,2.0
1,1.033,0.032,1.0,1.0
1,0.873,0.0,1.0,1.0
1,0.403,0.256,1.0,2.0
1,0.476,0.064,1.0,2.0
1,0.726,0.0,1.0,2.0
1,0.686,0.128,1.0,2.0
1,0.765,0.032,1.0,2.0
1,0.368,0.512,1.0,2.0
1,0.56,0.128,1.0,1.0
1,0.89,0.064,1.0,1.0
1,0.462,0.256,1.0,1.0
1,0.419,0.512,1.0,1.0
1,0.294,0.512,1.0,1.0
1,0.623,0.064,1.0,1.0
1,0.928,0.0,0.0,1.0
1,0.904,0.064,1.0,1.0
1,0.668,0.064,1.0,2.0
1,0.757,0.032,1.0,2.0
1,0.405,0.512,1.0,1.0
1,0.567,0.256,1.0,1.0
1,0.421,0.256,1.0,2.0
1,0.005,0.032,1.0,1.0
1,0.613,0.0,1.0,1.0
1,0.446,0.512,1.0,2.0
1,0.683,0.0,0.0,1.0
1,0.621,0.064,0.0,1.0
1,0.741,0.128,1.0,1.0
1,0.697,0.064,1.0,1.0
1,0.451,0.032,1.0,2.0
1,0.417,0.128,1.0,2.0
1,0.81,0.032,0.0,1.0
1,0.59,0.256,1.0,1.0
1,0.689,0.032,1.0,1.0
1,0.696,0.064,1.0,1.0
1,0.589,0.256,1.0,2.0
1,0.745,0.0,1.0,2.0
1,0.455,0.512,1.0,1.0
1,0.525,0.128,1.0,2.0
1,0.497,0.512,1.0,2.0
1,0.516,0.0,0.0,2.0
1,0.593,0.064,1.0,2.0
1,0.633,0.128,1.0,1.0
1,0.525,0.512,1.0,1.0
1,0.968,0.064,1.0,1.0
1,0.652,0.256,1.0,1.0
1,0.524,0.0,1.0,2.0
1,0.432,0.256,1.0,2.0
1,0.676,0.032,1.0,1.0
1,0.571,0.128,1.0,1.0
1,0.756,0.128,1.0,2.0
1,0.709,0.0,1.0,1.0
1,0.566,0.032,1.0,2.0
1,0.826,0.064,1.0,2.0
1,0.565,0.512,1.0,2.0
1,0.459,0.256,1.0,1.0
1,0.388,0.064,1.0,1.0
1,0.724,0.032,0.0,1.0
1,0.599,0.064,0.0,1.0
1,1.671,0.128,1.0,2.0
1,0.91,0.0,0.0,2.0
1,0.672,0.032,1.0,1.0
1,0.424,0.512,1.0,1.0
1,0.623,0.128,1.0,1.0
1,1.017,0.0,1.0,2.0
1,0.539,0.256,0.0,1.0
1,0.342,0.512,1.0,2.0
1,0.461,0.512,1.0,1.0
1,0.681,0.256,1.0,1.0
1,0.451,0.256,1.0,2.0
1,0.875,0.032,0.0,1.0
1,0.81,0.128,0.0,1.0
1,0.592,0.0,1.0,1.0
1,0.408,0.064,1.0,1.0
1,0.719,0.032,0.0,2.0
1,0.582,0.0,0.0,1.0
1,0.363,0.512,1.0,2.0
1,0.851,0.064,0.0,1.0
1,0.772,0.128,1.0,1.0
1,0.725,0.0,1.0,2.0
1,0.375,0.512,1.0,2.0
1,0.742,0.032,1.0,2.0
1,0.843,0.0,1.0,1.0
1,0.636,0.064,1.0,1.0
1,0.94,0.064,0.0,1.0
1,0.395,0.256,1.0,1.0
1,0.461,0.512,1.0,1.0
1,0.504,0.032,1.0,1.0
1,0.511,0.256,1.0,2.0
1,0.738,0.128,1.0,1.0
1,0.609,0.128,1.0,1.0
1,0.627,0.032,1.0,2.0
1,0.481,0.512,1.0,1.0
1,0.825,0.064,1.0,1.0
1,0.497,0.128,1.0,2.0
1,0.474,0.064,1.0,2.0
1,0.76,0.032,0.0,2.0
1,0.448,0.256,1.0,2.0
1,1.195,0.0,1.0,2.0
1,0.733,0.0,0.0,2.0
1,0.58,0.256,1.0,1.0
1,0.363,0.512,1.0,2.0
1,0.509,0.512,1.0,1.0
1,0.632,0.128,0.0,2.0
1,0.656,0.0,1.0,2.0
1,0.834,0.032,0.0,2.0
1,0.619,0.064,0.0,1.0
1,0.584,0.256,1.0,1.0
1,0.411,0.512,1.0,2.0
1,0.567,0.064,1.0,1.0
1,0.604,0.128,1.0,2.0
1,0.772,0.0,1.0,1.0
1,0.554,0.256,1.0,2.0
1,0.605,0.032,1.0,2.0
1,0.626,0.032,0.0,1.0
1,0.44,0.256,1.0,1.0
1,0.392,0.512,1.0,1.0
1,0.407,0.512,1.0,2.0
1,0.499,0.128,1.0,2.0
1,0.437,0.256,1.0,2.0
1,0.779,0.064,1.0,1.0
1,0.84,0.0,1.0,2.0
1,0.829,0.032,1.0,1.0
1,0.722,0.128,1.0,1.0
1,0.796,0.0,0.0,2.0
1,0.643,0.064,1.0,2.0
1,0.657,0.032,0.0,1.0
1,0.875,0.0,0.0,1.0
1,0.411,0.512,1.0,1.0
1,0.49,0.256,1.0,1.0
1,0.377,0.064,1.0,2.0
1,0.86,0.128,1.0,1.0
1,0.43,0.128,1.0,2.0
1,0.513,0.0,0.0,2.0
1,0.398,0.256,1.0,2.0
1,0.333,0.512,1.0,2.0
1,0.797,0.064,1.0,1.0
1,0.488,0.032,1.0,1.0
1,0.647,0.128,1.0,2.0
1,0.762,0.0,1.0,1.0
1,0.648,0.512,1.0,1.0
1,0.54,0.064,1.0,1.0
1,0.472,0.256,1.0,1.0
1,1.06,0.032,1.0,2.0
1,0.459,0.064,1.0,2.0
1,0.664,0.128,1.0,1.0
1,0.531,0.0,1.0,2.0
1,0.43,0.256,1.0,2.0
1,0.757,0.032,0.0,2.0
1,0.397,0.512,1.0,2.0
1,0.374,0.512,1.0,2.0
1,0.518,0.512,1.0,1.0
1,0.857,0.0,1.0,2.0
1,0.569,0.128,0.0,2.0
1,0.803,0.064,1.0,2.0
1,0.751,0.032,1.0,1.0
1,0.728,0.032,1.0,2.0
1,0.615,0.256,1.0,2.0
1,0.748,0.064,1.0,1.0
1,0.691,0.128,1.0,2.0
1,0.571,0.256,1.0,1.0
1,0.785,0.0,0.0,2.0
1,0.901,0.128,1.0,1.0
1,0.824,0.064,1.0,2.0
1,0.658,0.512,1.0,2.0
1,0.79,0.064,1.0,1.0
1,0.821,0.0,1.0,2.0
1,0.433,0.256,1.0,2.0
1,0.58,0.032,1.0,2.0
1,0.948,0.032,0.0,2.0
1,0.601,0.256,1.0,1.0
1,0.612,0.512,1.0,1.0
1,0.502,0.128,1.0,2.0
1,0.495,0.0,0.0,2.0
1,0.381,0.128,1.0,2.0
1,0.729,0.128,1.0,1.0
1,0.756,0.032,0.0,1.0
1,0.657,0.064,0.0,1.0
1,0.382,0.512,1.0,2.0
1,0.416,0.064,0.0,2.0
1,0.645,0.256,1.0,2.0
1,0.434,0.512,1.0,2.0
1,0.403,0.512,1.0,1.0
1,0.565,0.128,1.0,2.0
1,0.681,0.256,1.0,1.0
1,0.727,0.0,1.0,2.0
1,0.819,0.032,1.0,2.0
1,0.47,0.0,1.0,2.0
1,0.624,0.032,1.0,1.0
1,0.455,0.256,1.0,2.0
1,0.457,0.512,1.0,1.0
1,0.922,0.128,1.0,2.0
1,0.533,0.032,0.0,1.0
1,0.713,0.064,0.0,1.0
1,0.367,0.256,1.0,1.0
1,0.555,0.512,1.0,2.0
1,0.558,0.128,1.0,1.0
1,0.595,0.0,0.0,2.0
1,0.555,0.064,1.0,1.0
1,0.385,0.512,1.0,2.0
1,0.669,0.256,1.0,2.0
1,0.753,0.128,1.0,2.0
1,0.784,0.064,1.0,1.0
1,0.421,0.128,1.0,2.0
1,0.753,0.032,0.0,2.0
1,0.57,0.256,1.0,1.0
1,0.89,0.0,0.0,2.0
1,0.596,0.064,0.0,1.0
1,0.456,0.512,1.0,2.0
1,0.512,0.064,1.0,1.0
1,0.422,0.512,1.0,1.0
1,0.718,0.032,0.0,1.0
1,0.914,0.0,0.0,1.0
1,0.608,0.128,1.0,1.0
1,0.625,0.256,1.0,2.0
1,0.749,0.0,1.0,1.0
1,0.545,0.512,1.0,1.0
1,0.65,0.128,1.0,1.0
1,0.531,0.256,1.0,1.0
1,0.716,0.256,1.0,2.0
1,0.841,0.064,1.0,1.0
1,0.795,0.0,0.0,1.0
1,0.359,0.512,1.0,2.0
1,0.768,0.064,1.0,2.0
1,0.61,0.128,1.0,2.0
1,0.849,0.032,1.0,1.0
1,0.667,0.032,1.0,2.0
